# x, y
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.161199943130516443e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 9.170945906424795568e-01 0.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 7.917105397310501003e-01 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.196167624401481167e-01 0.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.945399558297039810e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.846493370035408477e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.421888230374085182e-01 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.231636010442006546e-01 0.000000000000000000e+00
2.543259334209733158e-01 3.618853776026196289e-01 0.000000000000000000e+00 8.580951385859985070e-01 0.000000000000000000e+00
4.616450862935682631e-01 8.006037903402184464e-01 0.000000000000000000e+00 4.039084648103637987e-01 0.000000000000000000e+00
1.567408357087576309e-01 3.720590763766654652e-01 1.000000000000000000e+00 8.467877232698556300e-01 0.000000000000000000e+00
7.299041637107492875e-01 8.950886019722600340e-01 1.000000000000000000e+00 1.308586541592045016e-01 0.000000000000000000e+00
7.008227389230403670e-01 0.000000000000000000e+00 5.274566338583107639e-01 1.405052764316300218e-01 0.000000000000000000e+00
6.309568124758418994e-01 0.000000000000000000e+00 5.485772154075098106e-01 1.019851130392781524e-01 0.000000000000000000e+00
1.723955540486237226e-01 1.000000000000000000e+00 4.984117083690094985e-01 9.384600160989817752e-01 0.000000000000000000e+00
5.633681590929809913e-01 1.000000000000000000e+00 5.890437104827163095e-01 7.913327783244779035e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.809234478377103938e-01 4.217036070445783214e-01 9.696978482163725044e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.889068181325713747e-01 9.033638232452512185e-01 1.558228877174985261e-01 0.000000000000000000e+00
1.000000000000000000e+00 2.779326801778128075e-01 7.670344191675657619e-01 4.582497604072072184e-01 0.000000000000000000e+00
1.000000000000000000e+00 1.965384831889449568e-02 7.841064395751118354e-01 9.697838509051346367e-01 0.000000000000000000e+00
5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e-01 2.500000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.750000000000000000e-01 3.750000000000000000e-01 6.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.750000000000000000e-01 8.750000000000000000e-01 1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.250000000000000000e-01 1.250000000000000000e-01 8.750000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000000e-01 6.250000000000000000e-01 3.750000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.875000000000000000e-01 3.125000000000000000e-01 9.375000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.875000000000000000e-01 8.125000000000000000e-01 4.375000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.375000000000000000e-01 6.250000000000000000e-02 6.875000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.375000000000000000e-01 5.625000000000000000e-01 1.875000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.125000000000000000e-01 1.875000000000000000e-01 3.125000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.125000000000000000e-01 6.875000000000000000e-01 8.125000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.625000000000000000e-01 4.375000000000000000e-01 6.250000000000000000e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.250000000000000000e-02 9.375000000000000000e-01 5.625000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.375000000000000000e-02 4.687500000000000000e-01 4.687500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.937500000000000000e-01 9.687500000000000000e-01 9.687500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.437500000000000000e-01 2.187500000000000000e-01 2.187500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.437500000000000000e-01 7.187500000000000000e-01 7.187500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.687500000000000000e-01 9.375000000000000000e-02 8.437500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e-01 2.500000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e-01 7.500000000000000000e-01 7.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.750000000000000000e-01 3.750000000000000000e-01 6.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.750000000000000000e-01 8.750000000000000000e-01 1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.250000000000000000e-01 1.250000000000000000e-01 8.750000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000000e-01 6.250000000000000000e-01 3.750000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.875000000000000000e-01 3.125000000000000000e-01 9.375000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.875000000000000000e-01 8.125000000000000000e-01 4.375000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.375000000000000000e-01 6.250000000000000000e-02 6.875000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.375000000000000000e-01 5.625000000000000000e-01 1.875000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.125000000000000000e-01 1.875000000000000000e-01 3.125000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.125000000000000000e-01 6.875000000000000000e-01 8.125000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.625000000000000000e-01 4.375000000000000000e-01 6.250000000000000000e-02 0.000000000000000000e+00 0.000000000000000000e+00
6.250000000000000000e-02 9.375000000000000000e-01 5.625000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.375000000000000000e-02 4.687500000000000000e-01 4.687500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.937500000000000000e-01 9.687500000000000000e-01 9.687500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.437500000000000000e-01 2.187500000000000000e-01 2.187500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.437500000000000000e-01 7.187500000000000000e-01 7.187500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.687500000000000000e-01 9.375000000000000000e-02 8.437500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.161199943130516443e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 9.170945906424795568e-01 0.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 7.917105397310501003e-01 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.196167624401481167e-01 0.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.945399558297039810e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.846493370035408477e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.421888230374085182e-01 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 1.231636010442006546e-01 0.000000000000000000e+00
2.543259334209733158e-01 3.618853776026196289e-01 0.000000000000000000e+00 8.580951385859985070e-01 0.000000000000000000e+00
4.616450862935682631e-01 8.006037903402184464e-01 0.000000000000000000e+00 4.039084648103637987e-01 0.000000000000000000e+00
1.567408357087576309e-01 3.720590763766654652e-01 1.000000000000000000e+00 8.467877232698556300e-01 0.000000000000000000e+00
7.299041637107492875e-01 8.950886019722600340e-01 1.000000000000000000e+00 1.308586541592045016e-01 0.000000000000000000e+00
7.008227389230403670e-01 0.000000000000000000e+00 5.274566338583107639e-01 1.405052764316300218e-01 0.000000000000000000e+00
6.309568124758418994e-01 0.000000000000000000e+00 5.485772154075098106e-01 1.019851130392781524e-01 0.000000000000000000e+00
1.723955540486237226e-01 1.000000000000000000e+00 4.984117083690094985e-01 9.384600160989817752e-01 0.000000000000000000e+00
5.633681590929809913e-01 1.000000000000000000e+00 5.890437104827163095e-01 7.913327783244779035e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.809234478377103938e-01 4.217036070445783214e-01 9.696978482163725044e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.889068181325713747e-01 9.033638232452512185e-01 1.558228877174985261e-01 0.000000000000000000e+00
1.000000000000000000e+00 2.779326801778128075e-01 7.670344191675657619e-01 4.582497604072072184e-01 0.000000000000000000e+00
1.000000000000000000e+00 1.965384831889449568e-02 7.841064395751118354e-01 9.697838509051346367e-01 0.000000000000000000e+00
